Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Sexe,Nacionalitat,Edat_quinquennal,Nombre
2019,9,Sant Andreu,63,Navas,Dona,Espanyola,95-99 anys,62
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Espanyola,95-99 anys,92
2019,10,Sant Martí,65,el Clot,Dona,Espanyola,95-99 anys,45
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Espanyola,95-99 anys,32
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Espanyola,95-99 anys,11
2019,10,Sant Martí,68,el Poblenou,Dona,Espanyola,95-99 anys,81
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Espanyola,95-99 anys,12
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Espanyola,95-99 anys,25
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Espanyola,95-99 anys,28
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Espanyola,95-99 anys,52
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Espanyola,95-99 anys,53
2019,1,Ciutat Vella,1,el Raval,Dona,Espanyola,100 anys i més,7
2019,1,Ciutat Vella,2,el Barri Gòtic,Dona,Espanyola,100 anys i més,4
2019,1,Ciutat Vella,3,la Barceloneta,Dona,Espanyola,100 anys i més,6
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Dona,Espanyola,100 anys i més,7
2019,2,Eixample,5,el Fort Pienc,Dona,Espanyola,100 anys i més,13
2019,2,Eixample,6,la Sagrada Família,Dona,Espanyola,100 anys i més,22
2019,2,Eixample,7,la Dreta de l'Eixample,Dona,Espanyola,100 anys i més,38
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Dona,Espanyola,100 anys i més,33
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Dona,Espanyola,100 anys i més,26
2019,2,Eixample,10,Sant Antoni,Dona,Espanyola,100 anys i més,22
2019,3,Sants-Montjuïc,11,el Poble Sec,Dona,Espanyola,100 anys i més,12
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Dona,Espanyola,100 anys i més,0
2019,3,Sants-Montjuïc,13,la Marina de Port,Dona,Espanyola,100 anys i més,9
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Dona,Espanyola,100 anys i més,11
2019,3,Sants-Montjuïc,15,Hostafrancs,Dona,Espanyola,100 anys i més,4
2019,3,Sants-Montjuïc,16,la Bordeta,Dona,Espanyola,100 anys i més,7
2019,3,Sants-Montjuïc,17,Sants - Badal,Dona,Espanyola,100 anys i més,7
2019,3,Sants-Montjuïc,18,Sants,Dona,Espanyola,100 anys i més,16
2019,4,Les Corts,19,les Corts,Dona,Espanyola,100 anys i més,17
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Dona,Espanyola,100 anys i més,10
2019,4,Les Corts,21,Pedralbes,Dona,Espanyola,100 anys i més,6
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Dona,Espanyola,100 anys i més,1
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Dona,Espanyola,100 anys i més,19
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Dona,Espanyola,100 anys i més,9
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Dona,Espanyola,100 anys i més,22
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Dona,Espanyola,100 anys i més,38
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Dona,Espanyola,100 anys i més,15
2019,6,Gràcia,28,Vallcarca i els Penitents,Dona,Espanyola,100 anys i més,15
2019,6,Gràcia,29,el Coll,Dona,Espanyola,100 anys i més,5
2019,6,Gràcia,30,la Salut,Dona,Espanyola,100 anys i més,10
2019,6,Gràcia,31,la Vila de Gràcia,Dona,Espanyola,100 anys i més,18
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Dona,Espanyola,100 anys i més,13
2019,7,Horta-Guinardó,33,el Baix Guinardó,Dona,Espanyola,100 anys i més,9
2019,7,Horta-Guinardó,34,Can Baró,Dona,Espanyola,100 anys i més,3
2019,7,Horta-Guinardó,35,el Guinardó,Dona,Espanyola,100 anys i més,16
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Dona,Espanyola,100 anys i més,10
2019,7,Horta-Guinardó,37,el Carmel,Dona,Espanyola,100 anys i més,5
2019,7,Horta-Guinardó,38,la Teixonera,Dona,Espanyola,100 anys i més,3
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Dona,Espanyola,100 anys i més,5
2019,7,Horta-Guinardó,40,Montbau,Dona,Espanyola,100 anys i més,7
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Dona,Espanyola,100 anys i més,2
2019,7,Horta-Guinardó,42,la Clota,Dona,Espanyola,100 anys i més,0
2019,7,Horta-Guinardó,43,Horta,Dona,Espanyola,100 anys i més,10
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Dona,Espanyola,100 anys i més,11
2019,8,Nou Barris,45,Porta,Dona,Espanyola,100 anys i més,11
2019,8,Nou Barris,46,el Turó de la Peira,Dona,Espanyola,100 anys i més,0
2019,8,Nou Barris,47,Can Peguera,Dona,Espanyola,100 anys i més,0
2019,8,Nou Barris,48,la Guineueta,Dona,Espanyola,100 anys i més,2
2019,8,Nou Barris,49,Canyelles,Dona,Espanyola,100 anys i més,0
2019,8,Nou Barris,50,les Roquetes,Dona,Espanyola,100 anys i més,0
2019,8,Nou Barris,51,Verdun,Dona,Espanyola,100 anys i més,4
2019,8,Nou Barris,52,la Prosperitat,Dona,Espanyola,100 anys i més,6
2019,8,Nou Barris,53,la Trinitat Nova,Dona,Espanyola,100 anys i més,2
2019,8,Nou Barris,54,Torre Baró,Dona,Espanyola,100 anys i més,1
2019,8,Nou Barris,55,Ciutat Meridiana,Dona,Espanyola,100 anys i més,0
2019,8,Nou Barris,56,Vallbona,Dona,Espanyola,100 anys i més,1
2019,9,Sant Andreu,57,la Trinitat Vella,Dona,Espanyola,100 anys i més,3
2019,9,Sant Andreu,58,Baró de Viver,Dona,Espanyola,100 anys i més,0
2019,9,Sant Andreu,59,el Bon Pastor,Dona,Espanyola,100 anys i més,0
2019,9,Sant Andreu,60,Sant Andreu,Dona,Espanyola,100 anys i més,15
2019,9,Sant Andreu,61,la Sagrera,Dona,Espanyola,100 anys i més,11
2019,9,Sant Andreu,62,el Congrés i els Indians,Dona,Espanyola,100 anys i més,5
2019,9,Sant Andreu,63,Navas,Dona,Espanyola,100 anys i més,6
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Dona,Espanyola,100 anys i més,14
2019,10,Sant Martí,65,el Clot,Dona,Espanyola,100 anys i més,8
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Dona,Espanyola,100 anys i més,5
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Dona,Espanyola,100 anys i més,2
2019,10,Sant Martí,68,el Poblenou,Dona,Espanyola,100 anys i més,5
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Dona,Espanyola,100 anys i més,3
2019,10,Sant Martí,70,el Besòs i el Maresme,Dona,Espanyola,100 anys i més,7
2019,10,Sant Martí,71,Provençals del Poblenou,Dona,Espanyola,100 anys i més,3
2019,10,Sant Martí,72,Sant Martí de Provençals,Dona,Espanyola,100 anys i més,7
2019,10,Sant Martí,73,la Verneda i la Pau,Dona,Espanyola,100 anys i més,12
2019,1,Ciutat Vella,1,el Raval,Home,Estrangera,0-4 anys,687
2019,1,Ciutat Vella,2,el Barri Gòtic,Home,Estrangera,0-4 anys,141
2019,1,Ciutat Vella,3,la Barceloneta,Home,Estrangera,0-4 anys,74
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,Estrangera,0-4 anys,157
2019,2,Eixample,5,el Fort Pienc,Home,Estrangera,0-4 anys,177
2019,2,Eixample,6,la Sagrada Família,Home,Estrangera,0-4 anys,205
2019,2,Eixample,7,la Dreta de l'Eixample,Home,Estrangera,0-4 anys,203
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,Estrangera,0-4 anys,142
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,Estrangera,0-4 anys,196
2019,2,Eixample,10,Sant Antoni,Home,Estrangera,0-4 anys,194
2019,3,Sants-Montjuïc,11,el Poble Sec,Home,Estrangera,0-4 anys,316
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,Estrangera,0-4 anys,3
2019,3,Sants-Montjuïc,13,la Marina de Port,Home,Estrangera,0-4 anys,141
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,Estrangera,0-4 anys,36
2019,3,Sants-Montjuïc,15,Hostafrancs,Home,Estrangera,0-4 anys,83
2019,3,Sants-Montjuïc,16,la Bordeta,Home,Estrangera,0-4 anys,60
2019,3,Sants-Montjuïc,17,Sants - Badal,Home,Estrangera,0-4 anys,107
2019,3,Sants-Montjuïc,18,Sants,Home,Estrangera,0-4 anys,174
2019,4,Les Corts,19,les Corts,Home,Estrangera,0-4 anys,131
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Home,Estrangera,0-4 anys,73
2019,4,Les Corts,21,Pedralbes,Home,Estrangera,0-4 anys,36
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,Estrangera,0-4 anys,19
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Home,Estrangera,0-4 anys,96
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,Estrangera,0-4 anys,31
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,Estrangera,0-4 anys,58
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,Estrangera,0-4 anys,137
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,Estrangera,0-4 anys,97
2019,6,Gràcia,28,Vallcarca i els Penitents,Home,Estrangera,0-4 anys,63
2019,6,Gràcia,29,el Coll,Home,Estrangera,0-4 anys,22
2019,6,Gràcia,30,la Salut,Home,Estrangera,0-4 anys,47
2019,6,Gràcia,31,la Vila de Gràcia,Home,Estrangera,0-4 anys,214
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,Estrangera,0-4 anys,123
2019,7,Horta-Guinardó,33,el Baix Guinardó,Home,Estrangera,0-4 anys,70
2019,7,Horta-Guinardó,34,Can Baró,Home,Estrangera,0-4 anys,38
2019,7,Horta-Guinardó,35,el Guinardó,Home,Estrangera,0-4 anys,153
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Home,Estrangera,0-4 anys,17
2019,7,Horta-Guinardó,37,el Carmel,Home,Estrangera,0-4 anys,126
2019,7,Horta-Guinardó,38,la Teixonera,Home,Estrangera,0-4 anys,52
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,Estrangera,0-4 anys,20
2019,7,Horta-Guinardó,40,Montbau,Home,Estrangera,0-4 anys,12
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Home,Estrangera,0-4 anys,15
2019,7,Horta-Guinardó,42,la Clota,Home,Estrangera,0-4 anys,4
2019,7,Horta-Guinardó,43,Horta,Home,Estrangera,0-4 anys,95
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,Estrangera,0-4 anys,103
2019,8,Nou Barris,45,Porta,Home,Estrangera,0-4 anys,136
2019,8,Nou Barris,46,el Turó de la Peira,Home,Estrangera,0-4 anys,116
2019,8,Nou Barris,47,Can Peguera,Home,Estrangera,0-4 anys,3
2019,8,Nou Barris,48,la Guineueta,Home,Estrangera,0-4 anys,31
2019,8,Nou Barris,49,Canyelles,Home,Estrangera,0-4 anys,12
2019,8,Nou Barris,50,les Roquetes,Home,Estrangera,0-4 anys,113
2019,8,Nou Barris,51,Verdun,Home,Estrangera,0-4 anys,87
2019,8,Nou Barris,52,la Prosperitat,Home,Estrangera,0-4 anys,128
2019,8,Nou Barris,53,la Trinitat Nova,Home,Estrangera,0-4 anys,64
2019,8,Nou Barris,54,Torre Baró,Home,Estrangera,0-4 anys,13
2019,8,Nou Barris,55,Ciutat Meridiana,Home,Estrangera,0-4 anys,144
2019,8,Nou Barris,56,Vallbona,Home,Estrangera,0-4 anys,2
2019,9,Sant Andreu,57,la Trinitat Vella,Home,Estrangera,0-4 anys,131
2019,9,Sant Andreu,58,Baró de Viver,Home,Estrangera,0-4 anys,12
2019,9,Sant Andreu,59,el Bon Pastor,Home,Estrangera,0-4 anys,61
2019,9,Sant Andreu,60,Sant Andreu,Home,Estrangera,0-4 anys,109
2019,9,Sant Andreu,61,la Sagrera,Home,Estrangera,0-4 anys,107
2019,9,Sant Andreu,62,el Congrés i els Indians,Home,Estrangera,0-4 anys,49
2019,9,Sant Andreu,63,Navas,Home,Estrangera,0-4 anys,77
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,Estrangera,0-4 anys,158
2019,10,Sant Martí,65,el Clot,Home,Estrangera,0-4 anys,99
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,Estrangera,0-4 anys,83
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,Estrangera,0-4 anys,45
2019,10,Sant Martí,68,el Poblenou,Home,Estrangera,0-4 anys,183
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,Estrangera,0-4 anys,109
2019,10,Sant Martí,70,el Besòs i el Maresme,Home,Estrangera,0-4 anys,264
2019,10,Sant Martí,71,Provençals del Poblenou,Home,Estrangera,0-4 anys,101
2019,10,Sant Martí,72,Sant Martí de Provençals,Home,Estrangera,0-4 anys,76
2019,10,Sant Martí,73,la Verneda i la Pau,Home,Estrangera,0-4 anys,119
2019,1,Ciutat Vella,1,el Raval,Home,Estrangera,5-9 anys,492
2019,1,Ciutat Vella,2,el Barri Gòtic,Home,Estrangera,5-9 anys,103
2019,1,Ciutat Vella,3,la Barceloneta,Home,Estrangera,5-9 anys,49
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,Estrangera,5-9 anys,127
2019,2,Eixample,5,el Fort Pienc,Home,Estrangera,5-9 anys,141
2019,2,Eixample,6,la Sagrada Família,Home,Estrangera,5-9 anys,174
2019,2,Eixample,7,la Dreta de l'Eixample,Home,Estrangera,5-9 anys,173
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,Estrangera,5-9 anys,108
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,Estrangera,5-9 anys,169
2019,2,Eixample,10,Sant Antoni,Home,Estrangera,5-9 anys,109
2019,3,Sants-Montjuïc,11,el Poble Sec,Home,Estrangera,5-9 anys,234
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,Estrangera,5-9 anys,5
2019,3,Sants-Montjuïc,13,la Marina de Port,Home,Estrangera,5-9 anys,137
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,Estrangera,5-9 anys,32
2019,3,Sants-Montjuïc,15,Hostafrancs,Home,Estrangera,5-9 anys,71
2019,3,Sants-Montjuïc,16,la Bordeta,Home,Estrangera,5-9 anys,39
2019,3,Sants-Montjuïc,17,Sants - Badal,Home,Estrangera,5-9 anys,95
2019,3,Sants-Montjuïc,18,Sants,Home,Estrangera,5-9 anys,159
2019,4,Les Corts,19,les Corts,Home,Estrangera,5-9 anys,121
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Home,Estrangera,5-9 anys,50
2019,4,Les Corts,21,Pedralbes,Home,Estrangera,5-9 anys,76
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,Estrangera,5-9 anys,25
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Home,Estrangera,5-9 anys,116
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,Estrangera,5-9 anys,51
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,Estrangera,5-9 anys,77
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,Estrangera,5-9 anys,146
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,Estrangera,5-9 anys,64
2019,6,Gràcia,28,Vallcarca i els Penitents,Home,Estrangera,5-9 anys,37
2019,6,Gràcia,29,el Coll,Home,Estrangera,5-9 anys,27
2019,6,Gràcia,30,la Salut,Home,Estrangera,5-9 anys,43
2019,6,Gràcia,31,la Vila de Gràcia,Home,Estrangera,5-9 anys,168
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,Estrangera,5-9 anys,89
2019,7,Horta-Guinardó,33,el Baix Guinardó,Home,Estrangera,5-9 anys,74
2019,7,Horta-Guinardó,34,Can Baró,Home,Estrangera,5-9 anys,30
2019,7,Horta-Guinardó,35,el Guinardó,Home,Estrangera,5-9 anys,111
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Home,Estrangera,5-9 anys,13
2019,7,Horta-Guinardó,37,el Carmel,Home,Estrangera,5-9 anys,126
2019,7,Horta-Guinardó,38,la Teixonera,Home,Estrangera,5-9 anys,33
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,Estrangera,5-9 anys,26
2019,7,Horta-Guinardó,40,Montbau,Home,Estrangera,5-9 anys,22
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Home,Estrangera,5-9 anys,18
2019,7,Horta-Guinardó,42,la Clota,Home,Estrangera,5-9 anys,2
2019,7,Horta-Guinardó,43,Horta,Home,Estrangera,5-9 anys,88
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,Estrangera,5-9 anys,96
2019,8,Nou Barris,45,Porta,Home,Estrangera,5-9 anys,97
2019,8,Nou Barris,46,el Turó de la Peira,Home,Estrangera,5-9 anys,104
2019,8,Nou Barris,47,Can Peguera,Home,Estrangera,5-9 anys,7
2019,8,Nou Barris,48,la Guineueta,Home,Estrangera,5-9 anys,27
2019,8,Nou Barris,49,Canyelles,Home,Estrangera,5-9 anys,17
2019,8,Nou Barris,50,les Roquetes,Home,Estrangera,5-9 anys,91
2019,8,Nou Barris,51,Verdun,Home,Estrangera,5-9 anys,74
2019,8,Nou Barris,52,la Prosperitat,Home,Estrangera,5-9 anys,109
2019,8,Nou Barris,53,la Trinitat Nova,Home,Estrangera,5-9 anys,61
2019,8,Nou Barris,54,Torre Baró,Home,Estrangera,5-9 anys,16
2019,8,Nou Barris,55,Ciutat Meridiana,Home,Estrangera,5-9 anys,110
2019,8,Nou Barris,56,Vallbona,Home,Estrangera,5-9 anys,3
2019,9,Sant Andreu,57,la Trinitat Vella,Home,Estrangera,5-9 anys,97
2019,9,Sant Andreu,58,Baró de Viver,Home,Estrangera,5-9 anys,14
2019,9,Sant Andreu,59,el Bon Pastor,Home,Estrangera,5-9 anys,57
2019,9,Sant Andreu,60,Sant Andreu,Home,Estrangera,5-9 anys,95
2019,9,Sant Andreu,61,la Sagrera,Home,Estrangera,5-9 anys,88
2019,9,Sant Andreu,62,el Congrés i els Indians,Home,Estrangera,5-9 anys,56
2019,9,Sant Andreu,63,Navas,Home,Estrangera,5-9 anys,67
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,Estrangera,5-9 anys,126
2019,10,Sant Martí,65,el Clot,Home,Estrangera,5-9 anys,86
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,Estrangera,5-9 anys,58
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,Estrangera,5-9 anys,57
2019,10,Sant Martí,68,el Poblenou,Home,Estrangera,5-9 anys,147
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,Estrangera,5-9 anys,94
2019,10,Sant Martí,70,el Besòs i el Maresme,Home,Estrangera,5-9 anys,228
2019,10,Sant Martí,71,Provençals del Poblenou,Home,Estrangera,5-9 anys,91
2019,10,Sant Martí,72,Sant Martí de Provençals,Home,Estrangera,5-9 anys,87
2019,10,Sant Martí,73,la Verneda i la Pau,Home,Estrangera,5-9 anys,89
2019,1,Ciutat Vella,1,el Raval,Home,Estrangera,10-14 anys,315
2019,1,Ciutat Vella,2,el Barri Gòtic,Home,Estrangera,10-14 anys,74
2019,1,Ciutat Vella,3,la Barceloneta,Home,Estrangera,10-14 anys,34
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,Estrangera,10-14 anys,103
2019,2,Eixample,5,el Fort Pienc,Home,Estrangera,10-14 anys,116
2019,2,Eixample,6,la Sagrada Família,Home,Estrangera,10-14 anys,133
2019,2,Eixample,7,la Dreta de l'Eixample,Home,Estrangera,10-14 anys,135
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,Estrangera,10-14 anys,111
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,Estrangera,10-14 anys,115
2019,2,Eixample,10,Sant Antoni,Home,Estrangera,10-14 anys,88
2019,3,Sants-Montjuïc,11,el Poble Sec,Home,Estrangera,10-14 anys,170
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,Estrangera,10-14 anys,1
2019,3,Sants-Montjuïc,13,la Marina de Port,Home,Estrangera,10-14 anys,100
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,Estrangera,10-14 anys,34
2019,3,Sants-Montjuïc,15,Hostafrancs,Home,Estrangera,10-14 anys,60
2019,3,Sants-Montjuïc,16,la Bordeta,Home,Estrangera,10-14 anys,49
2019,3,Sants-Montjuïc,17,Sants - Badal,Home,Estrangera,10-14 anys,76
2019,3,Sants-Montjuïc,18,Sants,Home,Estrangera,10-14 anys,101
2019,4,Les Corts,19,les Corts,Home,Estrangera,10-14 anys,106
2019,4,Les Corts,20,la Maternitat i Sant Ramon,Home,Estrangera,10-14 anys,56
2019,4,Les Corts,21,Pedralbes,Home,Estrangera,10-14 anys,89
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Home,Estrangera,10-14 anys,17
2019,5,Sarrià-Sant Gervasi,23,Sarrià,Home,Estrangera,10-14 anys,128
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,Home,Estrangera,10-14 anys,50
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Home,Estrangera,10-14 anys,130
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Home,Estrangera,10-14 anys,128
2019,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Home,Estrangera,10-14 anys,57
2019,6,Gràcia,28,Vallcarca i els Penitents,Home,Estrangera,10-14 anys,35
2019,6,Gràcia,29,el Coll,Home,Estrangera,10-14 anys,27
2019,6,Gràcia,30,la Salut,Home,Estrangera,10-14 anys,40
2019,6,Gràcia,31,la Vila de Gràcia,Home,Estrangera,10-14 anys,105
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Home,Estrangera,10-14 anys,66
2019,7,Horta-Guinardó,33,el Baix Guinardó,Home,Estrangera,10-14 anys,48
2019,7,Horta-Guinardó,34,Can Baró,Home,Estrangera,10-14 anys,26
2019,7,Horta-Guinardó,35,el Guinardó,Home,Estrangera,10-14 anys,83
2019,7,Horta-Guinardó,36,la Font d'en Fargues,Home,Estrangera,10-14 anys,8
2019,7,Horta-Guinardó,37,el Carmel,Home,Estrangera,10-14 anys,108
2019,7,Horta-Guinardó,38,la Teixonera,Home,Estrangera,10-14 anys,34
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,Home,Estrangera,10-14 anys,48
2019,7,Horta-Guinardó,40,Montbau,Home,Estrangera,10-14 anys,8
2019,7,Horta-Guinardó,41,la Vall d'Hebron,Home,Estrangera,10-14 anys,18
2019,7,Horta-Guinardó,42,la Clota,Home,Estrangera,10-14 anys,0
2019,7,Horta-Guinardó,43,Horta,Home,Estrangera,10-14 anys,88
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Home,Estrangera,10-14 anys,57
2019,8,Nou Barris,45,Porta,Home,Estrangera,10-14 anys,96
2019,8,Nou Barris,46,el Turó de la Peira,Home,Estrangera,10-14 anys,79
2019,8,Nou Barris,47,Can Peguera,Home,Estrangera,10-14 anys,7
2019,8,Nou Barris,48,la Guineueta,Home,Estrangera,10-14 anys,32
2019,8,Nou Barris,49,Canyelles,Home,Estrangera,10-14 anys,10
2019,8,Nou Barris,50,les Roquetes,Home,Estrangera,10-14 anys,85
2019,8,Nou Barris,51,Verdun,Home,Estrangera,10-14 anys,63
2019,8,Nou Barris,52,la Prosperitat,Home,Estrangera,10-14 anys,110
2019,8,Nou Barris,53,la Trinitat Nova,Home,Estrangera,10-14 anys,33
2019,8,Nou Barris,54,Torre Baró,Home,Estrangera,10-14 anys,18
2019,8,Nou Barris,55,Ciutat Meridiana,Home,Estrangera,10-14 anys,66
2019,8,Nou Barris,56,Vallbona,Home,Estrangera,10-14 anys,5
2019,9,Sant Andreu,57,la Trinitat Vella,Home,Estrangera,10-14 anys,65
2019,9,Sant Andreu,58,Baró de Viver,Home,Estrangera,10-14 anys,10
2019,9,Sant Andreu,59,el Bon Pastor,Home,Estrangera,10-14 anys,37
2019,9,Sant Andreu,60,Sant Andreu,Home,Estrangera,10-14 anys,58
2019,9,Sant Andreu,61,la Sagrera,Home,Estrangera,10-14 anys,63
2019,9,Sant Andreu,62,el Congrés i els Indians,Home,Estrangera,10-14 anys,31
2019,9,Sant Andreu,63,Navas,Home,Estrangera,10-14 anys,62
2019,10,Sant Martí,64,el Camp de l'Arpa del Clot,Home,Estrangera,10-14 anys,95
2019,10,Sant Martí,65,el Clot,Home,Estrangera,10-14 anys,63
2019,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Home,Estrangera,10-14 anys,49
2019,10,Sant Martí,67,la Vila Olímpica del Poblenou,Home,Estrangera,10-14 anys,36
2019,10,Sant Martí,68,el Poblenou,Home,Estrangera,10-14 anys,107
2019,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Home,Estrangera,10-14 anys,54
2019,10,Sant Martí,70,el Besòs i el Maresme,Home,Estrangera,10-14 anys,182
2019,10,Sant Martí,71,Provençals del Poblenou,Home,Estrangera,10-14 anys,61
2019,10,Sant Martí,72,Sant Martí de Provençals,Home,Estrangera,10-14 anys,62
2019,10,Sant Martí,73,la Verneda i la Pau,Home,Estrangera,10-14 anys,90
2019,1,Ciutat Vella,1,el Raval,Home,Estrangera,15-19 anys,529
2019,1,Ciutat Vella,2,el Barri Gòtic,Home,Estrangera,15-19 anys,111
2019,1,Ciutat Vella,3,la Barceloneta,Home,Estrangera,15-19 anys,54
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Home,Estrangera,15-19 anys,426
2019,2,Eixample,5,el Fort Pienc,Home,Estrangera,15-19 anys,100
2019,2,Eixample,6,la Sagrada Família,Home,Estrangera,15-19 anys,163
2019,2,Eixample,7,la Dreta de l'Eixample,Home,Estrangera,15-19 anys,127
2019,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Home,Estrangera,15-19 anys,90
2019,2,Eixample,9,la Nova Esquerra de l'Eixample,Home,Estrangera,15-19 anys,158
2019,2,Eixample,10,Sant Antoni,Home,Estrangera,15-19 anys,106
2019,3,Sants-Montjuïc,11,el Poble Sec,Home,Estrangera,15-19 anys,259
2019,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Home,Estrangera,15-19 anys,3
2019,3,Sants-Montjuïc,13,la Marina de Port,Home,Estrangera,15-19 anys,118
2019,3,Sants-Montjuïc,14,la Font de la Guatlla,Home,Estrangera,15-19 anys,40
2019,3,Sants-Montjuïc,15,Hostafrancs,Home,Estrangera,15-19 anys,50
